atom_id,label,lift,local_freq,global_freq,n_with_report,top3_by_lift,freq_pct
803,Demand pacing,35.34,0.2,0.0057,20.0,"Demand pacing(lift 35.3,n4) | Pacemaker rhythm - no further analysis(lift 25.3,n9) | Ventricular pacing(lift 18.3,n3)",6.1867293305917865
804,Junctional tachycardia,697.7,0.15,0.0002,20.0,"Junctional tachycardia(lift 697.7,n3) | Anterior infarct, old(lift 99.9,n5) | Anteroseptal infarct, old(lift 95.3,n3)",1.3736899010668284
805,Poor R wave progression - probable normal variant,5.4,0.25,0.0463,20.0,"Poor R wave progression - probable normal variant(lift 5.4,n5) | Low QRS voltages in precordial leads(lift 5.0,n5) | Inferior infarct - age undetermined(lift 3.8,n4)",11.930353047054192
806,IV conduction defect,24.88,0.8,0.0322,20.0,"IV conduction defect(lift 24.9,n16) | Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 16.8,n3) | Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3)",3.870955645690501
807,Poor R wave progression - probable normal variant,3.24,0.15,0.0463,20.0,"Poor R wave progression - probable normal variant(lift 3.2,n3) | Sinus bradycardia(lift 2.0,n3)",0.0041248195391451
808,Short PR interval,14.36,0.2,0.0139,16.0,"Short PR interval(lift 14.4,n4) | Poor R wave progression - probable normal variant(lift 5.4,n5)",3.2324835788434254
809,Atrial pacing,63.95,0.3,0.0047,19.0,"Atrial pacing(lift 64.0,n6) | Extensive ST-T changes may be due to myocardial ischemia(lift 10.9,n3) | Prolonged QT interval(lift 3.2,n3)",0.0167492672195591
810,Sinus rhythm with bigeminal PVCs,683.79,0.5,0.0007,20.0,"Sinus rhythm with bigeminal PVCs(lift 683.8,n10) | Sinus rhythm with frequent PVCs(lift 190.6,n6) | Possible left atrial abnormality(lift 8.0,n3)",1.0347047316679896
811,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
812,Ventricular pacing.,62.28,0.15,0.0024,20.0,"Ventricular pacing.(lift 62.3,n3) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 18.3,n4) | Septal T wave changes are nonspecific(lift 12.6,n3)",0.0529976813514408
813,Ventricular pacing.,103.79,0.25,0.0024,20.0,"Ventricular pacing.(lift 103.8,n5) | Ventricular pacing(lift 42.7,n7) | Pacemaker rhythm - no further analysis(lift 42.2,n15)",1.530683032617323
814,Sinus tachycardia.,17.29,0.3,0.0173,19.0,"Sinus tachycardia.(lift 17.3,n6) | Sinus tachycardia(lift 6.7,n7) | Left ventricular hypertrophy(lift 3.9,n3)",0.0859962376646021
815,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0009999562519139
816,Atrial fibrillation.,18.23,0.2,0.011,20.0,"Atrial fibrillation.(lift 18.2,n4) | Atrial fibrillation(lift 13.4,n11) | Lateral ST-T changes are nonspecific(lift 7.1,n3)",2.662258526189479
817,A-V sequential pacemaker.,263.75,0.15,0.0006,20.0,"A-V sequential pacemaker.(lift 263.7,n3) | A-V sequential pacemaker(lift 214.9,n11) | Ventricular pacing.(lift 62.3,n3)",0.7395926428218765
818,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
819,Prolonged QT interval,5.4,0.25,0.0463,19.0,"Prolonged QT interval(lift 5.4,n5) | Sinus bradycardia(lift 3.3,n5) | Poor R wave progression - probable normal variant(lift 3.2,n3)",0.1107451548994731
820,Leftward axis,8.4,0.35,0.0416,20.0,"Leftward axis(lift 8.4,n7) | Left axis deviation(lift 4.3,n8) | Possible anterior infarct - age undetermined(lift 3.5,n3)",1.0710781403313605
821,Inferior/lateral T wave changes may be due to hypertrophy and/or ischemia,675.14,0.2,0.0003,20.0,"Inferior/lateral T wave changes may be due to hypertrophy and/or ischemia(lift 675.1,n4) | Possible left anterior fascicular block(lift 22.1,n6) | Left anterior fascicular block(lift 12.7,n4)",2.393770272550576
822,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0009999562519139
823,Atrial fibrillation.,13.67,0.15,0.011,20.0,"Atrial fibrillation.(lift 13.7,n3) | Rightward axis(lift 13.6,n3) | Atrial fibrillation(lift 13.4,n11)",4.924659546144857
824,Probable supraventricular tachycardia,842.14,0.4,0.0005,20.0,"Probable supraventricular tachycardia(lift 842.1,n8) | Supraventricular tachycardia(lift 734.0,n4) | ST depression, probably rate related(lift 710.1,n3)",0.326985694375871
825,Atrial fibrillation.,27.35,0.3,0.011,20.0,"Atrial fibrillation.(lift 27.3,n6) | Generalized low QRS voltages(lift 26.2,n4) | Right bundle branch block(lift 16.7,n14)",2.141781297068253
826,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0006249726574462
827,"Abnormal R-wave progression, early transition",110.02,0.95,0.0086,20.0,"Abnormal R-wave progression, early transition(lift 110.0,n19) | Left ventricular hypertrophy(lift 7.8,n6) | Left axis deviation(lift 2.1,n4)",4.659046166730206
828,Extensive infarct - age undetermined,66.15,0.4,0.006,20.0,"Extensive infarct - age undetermined(lift 66.1,n8) | IV conduction defect(lift 18.7,n12) | Pacemaker rhythm - no further analysis(lift 11.2,n4)",1.8547938527689412
829,"Marked precordial ST depression, CONSIDER ACUTE INFARCT",189.13,0.2,0.0011,20.0,"Marked precordial ST depression, CONSIDER ACUTE INFARCT(lift 189.1,n4) | Anteroseptal ST depression is probably reciprocal to inferior infarct(lift 181.6,n3) | Atrial flutter with rapid ventricular response with 2:1 A-V block.(lift 176.0,n3)",0.0139993875267957
830,Repolarization changes may be partly due to rate,259.75,0.15,0.0006,20.0,"Repolarization changes may be partly due to rate(lift 259.8,n3) | Probable accelerated junctional rhythm(lift 151.5,n5) | Probable accelerated junctional rhythm.(lift 142.7,n3)",1.3484410057060003
831,Possible extensive infarct - age undetermined,105.89,0.2,0.0019,20.0,"Possible extensive infarct - age undetermined(lift 105.9,n4) | Indeterminate axis(lift 35.5,n5) | Generalized low QRS voltages(lift 32.7,n5)",6.0844838038335824
832,Probable sinus tachycardia.,194.89,0.2,0.001,18.0,"Probable sinus tachycardia.(lift 194.9,n4) | Marked precordial ST depression, CONSIDER ACUTE INFARCT(lift 189.1,n4) | Lateral infarct - age undetermined(lift 77.7,n7)",1.855668814489366
833,Sinus tachycardia with PVC(s),168.07,0.15,0.0009,20.0,"Sinus tachycardia with PVC(s)(lift 168.1,n3)",3.976576024798915
834,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
835,"Probable anteroseptal infarct, old",162.48,0.25,0.0015,19.0,"Probable anteroseptal infarct, old(lift 162.5,n5) | Anteroseptal infarct, old(lift 158.9,n5) | Low voltage, extremity leads(lift 86.2,n5)",7.5266707081565185
836,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
837,Lateral ST-T changes may be due to myocardial ischemia,8.24,0.15,0.0182,20.0,"Lateral ST-T changes may be due to myocardial ischemia(lift 8.2,n3) | IV conduction defect(lift 6.2,n4) | Prolonged QT interval(lift 4.3,n4)",0.0198741305067903
838,"Nonspecific T abnormalities, diffuse leads",300.01,0.15,0.0005,18.0,"Nonspecific T abnormalities, diffuse leads(lift 300.0,n3) | Probable left atrial enlargement(lift 12.4,n4) | LVH with secondary repolarization abnormality(lift 8.2,n3)",4.761166698956921
839,All 12 leads are missing,1355.99,0.3,0.0002,10.0,"All 12 leads are missing(lift 1356.0,n6)",0.1028704994156505
840,Atrial fibrillation with uncontrolled ventricular response,189.28,0.15,0.0008,20.0,"Atrial fibrillation with uncontrolled ventricular response(lift 189.3,n3) | Atrial fibrillation with rapid ventricular response(lift 26.3,n6) | Atrial fibrillation with rapid ventricular response.(lift 19.8,n3)",2.826251351503372
841,Probable accelerated junctional rhythm,121.22,0.2,0.0016,20.0,"Probable accelerated junctional rhythm(lift 121.2,n4) | ST junctional depression is nonspecific(lift 11.9,n3) | Atrial fibrillation(lift 3.6,n3)",4.207940902585512
842,Possible LVH with secondary repolarization abnormality,110.0,0.15,0.0014,20.0,"Possible LVH with secondary repolarization abnormality(lift 110.0,n3) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 20.3,n4) | Extensive ST-T changes may be due to myocardial ischemia(lift 18.1,n5)",2.706256601273694
843,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
844,Sinus bradycardia with sinus arrhythmia,52.52,0.25,0.0048,19.0,"Sinus bradycardia with sinus arrhythmia(lift 52.5,n5) | Sinus arrhythmia(lift 10.6,n3)",2.719381027080065
845,Sinus tachycardia.,14.41,0.25,0.0173,20.0,"Sinus tachycardia.(lift 14.4,n5) | Sinus tachycardia(lift 13.3,n14) | Low QRS voltages in precordial leads(lift 5.0,n5)",2.9594955220709096
846,Anterolateral infarct - age undetermined,113.97,0.15,0.0013,20.0,"Anterolateral infarct - age undetermined(lift 114.0,n3) | Anterior infarct - age undetermined(lift 53.4,n3) | Anteroseptal infarct - age undetermined(lift 32.0,n6)",0.7903404226065109
847,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
848,ST junctional depression is nonspecific,11.92,0.15,0.0126,19.0,"ST junctional depression is nonspecific(lift 11.9,n3) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3) | Poor R wave progression - probable normal variant(lift 3.2,n3)",0.0028748742242526
849,Lateral infarct - age undetermined,33.3,0.15,0.0045,20.0,"Lateral infarct - age undetermined(lift 33.3,n3) | IV conduction defect(lift 10.9,n7) | Left bundle branch block(lift 6.9,n4)",1.433687276181667
850,Rightward axis,22.6,0.25,0.0111,20.0,"Rightward axis(lift 22.6,n5) | Left bundle branch block(lift 12.0,n7) | Right bundle branch block(lift 8.4,n7)",0.3627341303817958
851,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
852,Ventricular pacing,36.58,0.3,0.0082,20.0,"Ventricular pacing(lift 36.6,n6) | Pacemaker rhythm - no further analysis(lift 33.7,n12) | IV conduction defect(lift 10.9,n7)",2.6852575199835007
853,Ventricular-paced rhythm,263.17,0.15,0.0006,19.0,"Ventricular-paced rhythm(lift 263.2,n3) | Atrial fibrillation(lift 3.6,n3)",0.0092495953302043
854,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
855,Atrial flutter with rapid ventricular response with 2:1 A-V block,164.17,0.15,0.0009,20.0,"Atrial flutter with rapid ventricular response with 2:1 A-V block(lift 164.2,n3) | Right axis deviation(lift 19.5,n3) | RBBB with left anterior fascicular block(lift 15.2,n8)",0.1567431424875161
856,Lateral ST-T changes may be due to hypertrophy and/or ischemia,16.83,0.15,0.0089,20.0,"Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 16.8,n3) | Possible left ventricular hypertrophy(lift 13.4,n4) | Left bundle branch block(lift 12.0,n7)",2.6846325473260544
857,Lateral infarct - age undetermined,44.4,0.2,0.0045,20.0,"Lateral infarct - age undetermined(lift 44.4,n4) | RBBB with left anterior fascicular block(lift 34.2,n18) | Left axis deviation(lift 10.1,n19)",0.9087102439268282
858,NO_RECORDS,0.0,0.0,0.0,,,0.0
859,Probable sinus tachycardia.,146.17,0.15,0.001,20.0,"Probable sinus tachycardia.(lift 146.2,n3) | Sinus tachycardia.(lift 20.2,n7) | Sinus tachycardia(lift 6.7,n7)",0.1523683338853925
860,rSr'(V1) - probable normal variant,9.32,0.2,0.0215,20.0,"rSr'(V1) - probable normal variant(lift 9.3,n4) | Sinus tachycardia(lift 3.8,n4) | Inferior infarct - age undetermined(lift 2.9,n3)",0.0136244039323279
861,Sinus bradycardia.,13.55,0.2,0.0148,20.0,"Sinus bradycardia.(lift 13.6,n4) | Prolonged QT interval(lift 5.4,n5) | Left bundle branch block(lift 5.2,n3)",0.1942415019342903
862,Probable accelerated junctional rhythm,121.22,0.2,0.0016,20.0,"Probable accelerated junctional rhythm(lift 121.2,n4) | Incomplete LBBB(lift 25.7,n3) | Sinus tachycardia.(lift 11.5,n4)",1.0959520520977206
863,Sinus rhythm with 1st degree A-V block,38.3,0.55,0.0144,20.0,"Sinus rhythm with 1st degree A-V block(lift 38.3,n11) | Left bundle branch block(lift 18.9,n11) | Left axis deviation(lift 5.3,n10)",0.8793365290268551
864,Probable sinus tachycardia.,243.62,0.25,0.001,20.0,"Probable sinus tachycardia.(lift 243.6,n5) | Probable accelerated junctional rhythm.(lift 142.7,n3) | Probable sinus tachycardia(lift 122.3,n3)",0.2317398613810646
865,Sinus bradycardia.,13.55,0.2,0.0148,20.0,"Sinus bradycardia.(lift 13.6,n4) | Sinus bradycardia(lift 10.0,n15) | Prolonged QT interval(lift 9.7,n9)",6.585336891510996
866,Inferior infarct - age undetermined,3.85,0.2,0.052,19.0,"Inferior infarct - age undetermined(lift 3.8,n4) | Prolonged QT interval(lift 3.2,n3) | Left axis deviation(lift 2.1,n4)",0.0053747648540376
867,Rightward axis,27.12,0.3,0.0111,11.0,"Rightward axis(lift 27.1,n6) | Anterior T wave changes are nonspecific(lift 7.1,n3)",5.2142718756054425
868,Extensive ST-T changes may be due to hypertrophy and/or ischemia,15.23,0.15,0.0098,20.0,"Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 15.2,n3) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 11.8,n3) | Extensive ST-T changes may be due to myocardial ischemia(lift 10.9,n3)",0.0058747429799946
869,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
870,Sinus tachycardia,6.02,0.316,0.0525,13.0,"Sinus tachycardia(lift 6.0,n6)",0.0023748960982956
871,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0004999781259569
872,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0008749617204247
873,A-V sequential pacemaker,97.66,0.25,0.0026,19.0,"A-V sequential pacemaker(lift 97.7,n5) | Ventricular pacing.(lift 83.0,n4) | Pacemaker rhythm - no further analysis(lift 42.2,n15)",0.341110076434156
874,Left bundle branch block,5.16,0.15,0.0291,19.0,"Left bundle branch block(lift 5.2,n3) | Prolonged QT interval(lift 3.2,n3) | Low QRS voltages in precordial leads(lift 3.0,n3)",0.0044998031336129
875,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
876,All 12 leads are missing,1129.99,0.25,0.0002,15.0,"All 12 leads are missing(lift 1130.0,n5)",0.3459848631622366
877,Septal ST-T changes are nonspecific,69.65,0.15,0.0022,20.0,"Septal ST-T changes are nonspecific(lift 69.6,n3) | Sinus tachycardia.(lift 17.3,n6) | Sinus tachycardia(lift 8.6,n9)",4.309061478560313
878,Atrial pacing,95.93,0.45,0.0047,20.0,"Atrial pacing(lift 95.9,n9) | Lateral T wave changes may be due to myocardial ischemia(lift 13.4,n3) | RBBB with left anterior fascicular block(lift 11.4,n6)",6.212478204078572
879,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0009999562519139
880,Tall T waves - consider acute ischemia or hyperkalemia,69.37,0.15,0.0022,20.0,"Tall T waves - consider acute ischemia or hyperkalemia(lift 69.4,n3) | Extensive infarct - age undetermined(lift 41.3,n5) | IV conduction defect(lift 12.4,n8)",1.9212909435212209
881,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
882,Anterolateral T wave changes are nonspecific,28.94,0.15,0.0052,20.0,"Anterolateral T wave changes are nonspecific(lift 28.9,n3) | Low QRS voltages in precordial leads(lift 7.0,n7) | Possible anterior infarct - age undetermined(lift 5.8,n5)",6.382720755966926
883,Low QRS voltages in precordial leads,4.97,0.25,0.0503,16.0,"Low QRS voltages in precordial leads(lift 5.0,n5) | IV conduction defect(lift 4.7,n3) | Left axis deviation(lift 1.6,n3)",0.0742467517046129
884,Anteroseptal ST changes suggest myocardial injury/ischemia,784.35,0.15,0.0002,20.0,"Anteroseptal ST changes suggest myocardial injury/ischemia(lift 784.3,n3) | Inferior ST-T changes suggest myocardial injury/ischemia(lift 659.4,n3) | Lateral ST elevation, CONSIDER ACUTE INFARCT(lift 52.6,n3)",3.587218059209909
885,Left bundle branch block,6.87,0.2,0.0291,18.0,"Left bundle branch block(lift 6.9,n4) | Left axis deviation(lift 4.3,n8) | Right bundle branch block(lift 3.6,n3)",0.0026248851612741
886,Possible extensive infarct - age undetermined,79.42,0.15,0.0019,20.0,"Possible extensive infarct - age undetermined(lift 79.4,n3) | Extensive infarct - age undetermined(lift 66.1,n8) | Pacemaker rhythm - no further analysis(lift 11.2,n4)",3.5012218215453075
887,*** CONSIDER ACUTE ST ELEVATION MI ***,13.76,0.15,0.0109,20.0,"*** CONSIDER ACUTE ST ELEVATION MI ***(lift 13.8,n3) | Low QRS voltages in limb leads(lift 6.1,n3) | Inferior infarct - age undetermined(lift 4.8,n5)",0.0272488078646559
888,Sinus tachycardia.,17.29,0.3,0.0173,20.0,"Sinus tachycardia.(lift 17.3,n6) | Sinus tachycardia(lift 11.4,n12)",1.9874130506790328
889,Atrial fibrillation with uncontrolled ventricular response,189.28,0.15,0.0008,20.0,"Atrial fibrillation with uncontrolled ventricular response(lift 189.3,n3) | Atrial fibrillation with rapid ventricular response.(lift 26.4,n4) | Atrial fibrillation with rapid ventricular response(lift 26.3,n6)",2.5766372721193447
890,LVH with secondary repolarization abnormality,10.9,0.2,0.0184,19.0,"LVH with secondary repolarization abnormality(lift 10.9,n4) | Probable left atrial enlargement(lift 9.3,n3) | Prolonged QT interval(lift 4.3,n4)",0.0188741742548763
891,Sinus bradycardia with borderline 1st degree A-V block,24.89,0.15,0.006,20.0,"Sinus bradycardia with borderline 1st degree A-V block(lift 24.9,n3) | Prolonged QT interval(lift 7.6,n7) | Sinus bradycardia(lift 6.7,n10)",2.170405044779291
892,Left bundle branch block,27.5,0.8,0.0291,20.0,"Left bundle branch block(lift 27.5,n16) | Atrial fibrillation(lift 14.6,n12) | Atrial fibrillation.(lift 13.7,n3)",2.5150149680951457
893,rSr'(V1) - probable normal variant,11.64,0.25,0.0215,20.0,"rSr'(V1) - probable normal variant(lift 11.6,n5) | Prolonged QT interval(lift 4.3,n4) | Sinus bradycardia(lift 3.3,n5)",0.0028748742242526
894,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0006249726574462
895,Lateral ST-T changes may be due to myocardial ischemia,13.73,0.25,0.0182,20.0,"Lateral ST-T changes may be due to myocardial ischemia(lift 13.7,n5) | Inferior infarct - age undetermined(lift 10.6,n11) | Lateral ST-T changes are nonspecific(lift 7.1,n3)",1.3571906229102475
896,Lateral T wave changes may be due to myocardial ischemia,13.44,0.15,0.0112,18.0,"Lateral T wave changes may be due to myocardial ischemia(lift 13.4,n3) | Sinus bradycardia.(lift 10.2,n3) | Low QRS voltages in precordial leads(lift 3.0,n3)",0.0057497484485053
897,Atrial fibrillation with uncontrolled ventricular response.,431.67,0.3,0.0007,20.0,"Atrial fibrillation with uncontrolled ventricular response.(lift 431.7,n6) | Atrial fibrillation with rapid ventricular response(lift 21.9,n5) | Atrial fibrillation with rapid ventricular response.(lift 19.8,n3)",1.9797883842581887
898,Leftward axis,9.61,0.4,0.0416,17.0,"Leftward axis(lift 9.6,n8)",11.630241176948507
899,Atrial flutter,147.72,0.25,0.0017,20.0,"Atrial flutter(lift 147.7,n5) | Possible atrial flutter(lift 67.8,n4) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3)",2.196153918266076
900,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,0.0014999343778709
901,Pacemaker rhythm - no further analysis,18.74,0.333,0.0178,6.0,"Pacemaker rhythm - no further analysis(lift 18.7,n3)",0.0011249507834032
902,RBBB with left anterior fascicular block,36.15,0.95,0.0263,20.0,"RBBB with left anterior fascicular block(lift 36.1,n19) | Left axis deviation(lift 10.1,n19) | Inferior T wave changes are nonspecific(lift 9.5,n7)",2.436893385914366
903,Accelerated idioventricular rhythm,64.8,0.15,0.0023,20.0,"Accelerated idioventricular rhythm(lift 64.8,n3) | Sinus rhythm with 1st degree A-V block(lift 13.9,n4) | Leftward axis(lift 7.2,n6)",6.268225765122776
904,Sinus tachycardia.,8.65,0.15,0.0173,20.0,"Sinus tachycardia.(lift 8.6,n3) | Sinus tachycardia(lift 4.8,n5)",0.1759923003368602
905,Left ventricular hypertrophy by voltage only,86.09,0.3,0.0035,20.0,"Left ventricular hypertrophy by voltage only(lift 86.1,n6) | QRS changes V3/V4 may be due to LVH but cannot rule out anterior infarct(lift 44.8,n7) | Inferior T wave changes are nonspecific(lift 10.8,n8)",5.464260938583937
906,Short PR interval,10.77,0.15,0.0139,9.0,"Short PR interval(lift 10.8,n3)",0.2643634340997581
907,Sinus tachycardia with PVCs.,578.06,0.25,0.0004,20.0,"Sinus tachycardia with PVCs.(lift 578.1,n5) | Sinus tachycardia with PVC(s)(lift 280.1,n5) | Sinus rhythm with PVC(s)(lift 39.0,n5)",1.87329304342935
908,RBBB with left anterior fascicular block,9.51,0.25,0.0263,20.0,"RBBB with left anterior fascicular block(lift 9.5,n5) | Inferior infarct - age undetermined(lift 6.7,n7) | Left axis deviation(lift 3.7,n7)",0.0087496172042473
909,Sinus tachycardia.,17.29,0.3,0.0173,15.0,"Sinus tachycardia.(lift 17.3,n6) | Anterior T wave changes are nonspecific(lift 7.1,n3) | Sinus tachycardia(lift 2.9,n3)",2.2484016324285814
910,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
911,Sinus rhythm with PAC(s),16.15,0.167,0.0103,15.0,"Sinus rhythm with PAC(s)(lift 16.2,n3) | Sinus arrhythmia(lift 11.8,n3)",0.0022499015668064
912,Possible atrial flutter with rapid ventricular response,94.79,0.15,0.0016,20.0,"Possible atrial flutter with rapid ventricular response(lift 94.8,n3) | Atrial fibrillation with rapid ventricular response.(lift 33.0,n5) | Atrial fibrillation with rapid ventricular response(lift 21.9,n5)",2.2397770097558234
913,Lateral ST-T changes may be due to hypertrophy and/or ischemia,16.83,0.15,0.0089,16.0,"Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 16.8,n3) | Possible left anterior fascicular block(lift 11.1,n3) | Left ventricular hypertrophy(lift 5.2,n4)",1.9461648552875808
914,Ventricular-paced rhythm,350.89,0.2,0.0006,19.0,"Ventricular-paced rhythm(lift 350.9,n4) | Ventricular pacing.(lift 83.0,n4) | Pacemaker rhythm - no further analysis(lift 19.7,n7)",0.2573637403363603
915,Ventricular-paced rhythm,526.34,0.3,0.0006,20.0,"Ventricular-paced rhythm(lift 526.3,n6) | Atrial-sensed ventricular-paced rhythm(lift 476.2,n6) | Ventricular-paced complexes(lift 239.1,n3)",0.4034823476472904
916,Lateral ST-T changes suggest myocardial injury/ischemia,122.58,0.15,0.0012,20.0,"Lateral ST-T changes suggest myocardial injury/ischemia(lift 122.6,n3) | Possible ectopic atrial rhythm(lift 24.9,n3) | RBBB with left anterior fascicular block(lift 13.3,n7)",0.80046497965714
917,"Anteroseptal infarct, age indeterminate",116.06,0.15,0.0013,20.0,"Anteroseptal infarct, age indeterminate(lift 116.1,n3) | Low voltage, precordial leads(lift 46.1,n5) | Inferior infarct, old(lift 36.3,n5)",2.9712450080308987
918,NO_SPECIFIC_DX,0.0,0.0,0.0,9.0,,0.0013749398463817
919,Poor R wave progression - probable normal variant,5.4,0.25,0.0463,12.0,"Poor R wave progression - probable normal variant(lift 5.4,n3)",0.0014999343778709
920,Probable supraventricular tachycardia.,310.89,0.15,0.0005,20.0,"Probable supraventricular tachycardia.(lift 310.9,n3) | Inferior/lateral ST-T changes are probably due to ventricular hypertrophy(lift 30.0,n3) | LVH with secondary repolarization abnormality(lift 8.2,n3)",0.0028748742242526
921,Inferior ST-T changes are nonspecific,25.21,0.15,0.0059,19.0,"Inferior ST-T changes are nonspecific(lift 25.2,n3) | Anterior T wave changes are nonspecific(lift 7.1,n3) | Low QRS voltages in precordial leads(lift 4.0,n4)",0.0193741523808333
922,Low QRS voltages in precordial leads,6.63,0.333,0.0503,9.0,"Low QRS voltages in precordial leads(lift 6.6,n3) | Sinus tachycardia(lift 6.3,n3)",0.0011249507834032
923,Sinus arrhythmia,11.83,0.167,0.0141,18.0,"Sinus arrhythmia(lift 11.8,n3) | Anterior T wave changes are nonspecific(lift 10.6,n4) | Left axis deviation(lift 3.0,n5)",0.0022499015668064
924,Atrial fibrillation with slow ventricular response.,118.14,0.25,0.0021,20.0,"Atrial fibrillation with slow ventricular response.(lift 118.1,n5) | Extensive ST-T changes may be due to myocardial ischemia(lift 32.6,n9) | Atrial fibrillation with slow ventricular response(lift 26.6,n3)",2.4005199772509958
925,IV conduction defect,7.78,0.25,0.0322,12.0,"IV conduction defect(lift 7.8,n3)",0.0014999343778709
926,Anterior infarct - age undetermined,53.36,0.15,0.0028,19.0,"Anterior infarct - age undetermined(lift 53.4,n3) | Generalized low QRS voltages(lift 26.2,n4) | Sinus rhythm with PVC(s)(lift 23.4,n3)",4.650171554994469
927,Extensive infarct - age undetermined,33.07,0.2,0.006,18.0,"Extensive infarct - age undetermined(lift 33.1,n4) | Left axis deviation(lift 3.7,n7)",0.008124644546801
928,Long QTc interval,63.83,0.15,0.0023,11.0,"Long QTc interval(lift 63.8,n3) | Low QRS voltages in precordial leads(lift 3.0,n3)",8.737742723755836
929,Extensive ST-T changes are nonspecific,15.22,0.15,0.0099,20.0,"Extensive ST-T changes are nonspecific(lift 15.2,n3) | Sinus rhythm with 1st degree A-V block(lift 10.4,n3)",0.0373733649152849
930,Sinus rhythm with PAC(s),14.54,0.15,0.0103,17.0,"Sinus rhythm with PAC(s)(lift 14.5,n3) | Low QRS voltages in precordial leads(lift 4.0,n4) | Prolonged QT interval(lift 3.2,n3)",1.6854262626010112
931,Marked sinus bradycardia.,754.75,0.2,0.0003,20.0,"Marked sinus bradycardia.(lift 754.8,n4) | Marked sinus bradycardia(lift 315.8,n3) | Sinus bradycardia with sinus arrhythmia.(lift 113.3,n3)",0.4572299961876668
932,Atrial pacing,31.98,0.15,0.0047,19.0,"Atrial pacing(lift 32.0,n3) | Left bundle branch block(lift 10.3,n6) | Possible inferior infarct - age undetermined(lift 3.9,n3)",0.0064997156374408
933,RBBB with left anterior fascicular block,28.54,0.75,0.0263,20.0,"RBBB with left anterior fascicular block(lift 28.5,n15) | Left axis deviation(lift 8.0,n15) | Lateral T wave changes are nonspecific(lift 5.5,n3)",0.6809702075534195
934,Sinus bradycardia.,13.55,0.2,0.0148,16.0,"Sinus bradycardia.(lift 13.6,n4) | Sinus bradycardia(lift 5.3,n8) | Prolonged QT interval(lift 3.2,n3)",4.32118594811477
935,Leftward axis,6.0,0.25,0.0416,16.0,"Leftward axis(lift 6.0,n5) | Left axis deviation(lift 3.2,n6)",7.50804652296462
936,Extensive ST-T changes are nonspecific,30.45,0.3,0.0099,18.0,"Extensive ST-T changes are nonspecific(lift 30.4,n6) | Prolonged QT interval(lift 6.5,n6) | Lateral T wave changes are nonspecific(lift 5.5,n3)",0.022249026605086
937,Sinus bradycardia.,10.16,0.15,0.0148,19.0,"Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 10.0,n15) | Anterior T wave changes are nonspecific(lift 7.1,n3)",1.3640653221421564
938,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
939,Inferior/lateral ST-T changes may be due to myocardial ischemia,11.78,0.15,0.0127,20.0,"Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 11.8,n3) | Possible anterior infarct - age undetermined(lift 8.2,n7) | Low QRS voltages in precordial leads(lift 4.0,n4)",7.584793165299018
940,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0004999781259569
941,Sinus tachycardia.,23.06,0.4,0.0173,20.0,"Sinus tachycardia.(lift 23.1,n8) | Sinus tachycardia(lift 10.5,n11) | Low QRS voltages in limb leads(lift 6.1,n3)",0.9403338603936078
